Tingkat kebisingan,Rata-rata hasil audiometri,Rata-rata usia,Rekomendasi
70,15.3,48.3,3
6,56.5,48.4,3
39,20.9,55.7,3
37,46.1,44.9,3
7,55.7,55.5,3
59,9.8,53.6,3
11,34.4,43.3,3
52,59.9,49.3,3
0,59.2,46.4,3
58,55.8,55.2,3
53,27.8,40,3
61,49.4,55.8,3
33,24.1,45.3,3
47,17.4,41.4,3
53,5.1,42.8,3
2,36.4,49.7,3
36,32.3,57,3
24,23,44,3
31,47.3,54.1,3
64,61.4,43.5,3
32,28.9,40.2,3
35,36.6,58.8,3
55,48.4,59,3
43,42.4,42.7,3
8,69.7,51.1,3
23,40.7,53.6,3
59,43.9,48.2,3
27,0.3,55,3
34,37.6,43.2,3
58,66,51.6,3
45,29.7,46.8,3
51,27.9,52,3
6,27.3,43.6,3
24,35,43.2,3
66,60.1,57.6,3
3,11.4,42.1,3
32,39.1,52,3
0,36,56,3
53,62,46.6,3
55,37.7,42.2,3
64,64.2,46.1,3
8,14.4,50.7,3
22,22.6,56.4,3
42,64.4,59.2,3
44,10.3,53.6,3
22,34.2,56.2,3
47,46.2,41.8,3
54,41.2,49.5,3
70,28.2,55.3,3
62,40.9,47.9,3
19,58.7,50.9,3
53,68.1,41,3
55,13.7,42.1,3
6,58.2,58.6,3
62,69.4,59.1,3
47,64.6,53,3
68,15.6,55.1,3
3,52.6,58,3
27,65.4,48.8,3
56,58.1,51.5,3
14,34.1,51,3
20,33.4,52.7,3
27,53.5,46.4,3
5,32.8,57.2,3
19,23.9,57.5,3
9,39.4,45,3
65,52.2,55.8,3
39,26.4,57,3
2,30.9,43.7,3
6,69.3,53.5,3
9,60.1,50.4,3
18,29.4,44.2,3
61,27.3,41.2,3
24,63.3,52.5,3
42,58.9,57.9,3
30,65.1,53.7,3
15,30.8,45.2,3
22,29.6,50.4,3
47,18.9,52.2,3
29,40.6,58.9,3
30,5.6,59.3,3
15,45.5,53.4,3
56,11.7,56.5,3
25,32.4,58.4,3
43,33.2,54.7,3
69,30.6,55.9,3
43,59.4,57.9,3
19,60.9,53.4,3
34,54.7,45.9,3
13,6.4,41.9,3
57,20.6,41.2,3
33,15.1,51,3
67,24.7,46.1,3
47,42.6,57.5,3
57,40.8,49.8,3
58,17.1,43.9,3
49,56.5,44.7,3
3,15.2,54.9,3
38,20.9,42.3,3
60,36.6,46.1,3
4,48.7,43.4,3
15,46.7,56.4,3
43,31.1,57.7,3
30,20.1,51.2,3
36,57.9,41.8,3
53,2.5,48.5,3
3,25.3,44,3
3,2,46.2,3
41,40.1,47.9,3
17,2.6,42,3
4,66.2,40.3,3
11,5.5,48.3,3
62,2.6,57.7,3
40,1.5,55.2,3
26,17.9,54.4,3
66,61.6,57.3,3
7,44.2,40.1,3
1,19.2,40,3
10,67.4,49.3,3
30,27.4,40.5,3
45,37.9,47,3
17,7.4,59.9,3
45,3.2,52.8,3
70,62.3,46,3
14,34.8,49.9,3
40,54.7,52.6,3
33,38.4,46,3
15,5.6,58.6,3
40,4.7,59.4,3
11,69.7,58.1,3
40,10,59.5,3
47,29.3,54.8,3
28,3.5,43.1,3
6,4.8,44.9,3
30,35.7,52.2,3
42,67.9,56.3,3
54,62,56.5,3
3,68.9,60,3
37,40.6,44.7,3
1,29.8,53.7,3
61,36.2,53.3,3
61,68,49.6,3
21,65.9,46.4,3
27,16.8,41.7,3
62,34.9,43.2,3
29,59.4,57.5,3
7,24,56.5,3
20,18,44.5,3
49,3.1,56,3
21,66.9,41.1,3
31,8.4,58.2,3
53,62.8,51,3
17,66.4,54.9,3
56,18.4,52.3,3
62,27.3,49.8,3
22,45.7,49.1,3
14,28.5,55.2,3
60,5.4,42.8,3
53,62.7,52.6,3
42,45.2,54.9,3
32,38.6,58.1,3
64,36,54,3
25,36.8,53.8,3
34,37.2,44,3
8,45,46.2,3
58,29.8,56.1,3
63,34.2,43.1,3
40,63.9,42.1,3
68,26.1,57.1,3
44,28.2,44.8,3
65,69.9,47.9,3
69,46.4,50.4,3
30,39.5,50.9,3
23,47.6,45.3,3
54,21.2,57,3
32,21.2,54.7,3
36,26.2,46.4,3
16,54.3,41.2,3
51,48.7,46,3
15,7.1,52.5,3
12,61,59.2,3
3,39.9,56.5,3
22,62,50.7,3
57,14.4,49.3,3
40,13.8,46.9,3
40,51.8,45.7,3
30,31.3,49.3,3
31,13.9,45.6,3
0,33.9,58.7,3
47,36.5,41.2,3
56,56.3,47,3
60,1.9,51.8,3
49,29.7,54.5,3
2,11.8,44.6,3
13,9.1,52.1,3
13,15.4,51.5,3
0,46.2,51.9,3
38,39.6,42.9,3
61,31.7,43,3
34,63.1,59.1,3
15,13.1,45,3
21,63.1,55.2,3
15,13.6,55.7,3
12,25.1,43.3,3
57,32.5,59.7,3
43,56.7,51.2,3
8,0.7,44.2,3
28,60.3,57.8,3
19,50.4,44.4,3
35,4,41.4,3
66,13.9,47,3
45,10.2,46.1,3
69,47.8,46.1,3
40,4,53.4,3
9,1.3,59.5,3
2,28.3,54.7,3
25,1.7,56.8,3
2,12.8,47,3
30,21.7,51.4,3
54,57.3,40.7,3
6,36.3,51.2,3
69,48.1,54,3
16,9,50.9,3
11,22.8,45.5,3
40,18.4,56.5,3
61,27.3,42.7,3
66,69.8,48.6,3
62,0,42.3,3
36,49.3,40.8,3
56,2.3,41.9,3
41,19.8,51.9,3
53,56.9,51.3,3
36,62.2,57.7,3
56,18.9,49.3,3
61,5.6,40.1,3
65,1.6,51.2,3
7,58.2,42.9,3
20,30.2,52.3,3
33,67.9,59.6,3
21,32.2,51.1,3
49,17.4,42.9,3
28,10.6,43.2,3
4,50.3,56.8,3
25,48.2,48.2,3
63,0.7,49.3,3
48,9,48.7,3
65,53.1,41.6,3
57,27.2,58.2,3
24,8.7,54,3
24,4.7,46,3
61,27.4,48,3
59,56.2,47.5,3
10,38.5,59.9,3
22,3.2,54,3
0,26.2,41.1,3
16,53.3,58.3,3
8,46.2,59.5,3
43,37.6,58.1,3
22,55.4,50.6,3
24,7,58.4,3
31,34.6,48.1,3
53,66.6,57.7,3
15,23.2,52.2,3
0,20.5,59.4,3
4,30.7,58.3,3
60,52.5,54.7,3
25,11.5,40.4,3
59,11,46,3
26,68.2,50.3,3
3,6.4,49.4,3
8,16.8,48.1,3
26,4,50.7,3
6,13.9,48.1,3
1,5.4,57.5,3
15,27.9,42.6,3
11,61.9,54.8,3
25,67.2,59.3,3
30,57.2,55.2,3
69,29.3,58.5,3
50,57.4,50,3
3,5.9,55.2,3
69,37.1,52.9,3
39,56,58.7,3
9,30.7,40.7,3
42,51.3,49.5,3
40,54.4,53.1,3
56,49.8,57.9,3
27,57.9,54.7,3
3,61.3,49.3,3
62,39.9,41.2,3
11,48.2,55.4,3
7,0.8,54.7,3
67,32.8,43.1,3
19,66.7,48.8,3
38,20.9,44.5,3
41,60.4,49.6,3
12,49,44,3
27,60.9,55.2,3
43,48.2,54.1,3
23,40.4,59.9,3
42,24.1,59.4,3
29,52.6,41.1,3
20,31.5,50.3,3
70,68.5,51.3,3
46,46.1,45.4,3
20,10.3,47.7,3
67,7.2,44.8,3
47,24.7,48.3,3
35,16.4,48.4,3
45,67.1,44.6,3
40,4.2,41.6,3
39,5.1,51,3
67,9,47.9,3
58,35.9,58,3
12,47.5,46.3,3
44,59.7,48.3,3
17,44,42.4,3
51,65.6,43.6,3
50,2.2,45.2,3
61,61.7,42.8,3
5,38.2,52.5,3
13,50.6,58,3
12,64.7,52.4,3
24,5.9,58.6,3
63,0.8,40.7,3
65,1,45.6,3
24,18.8,49.7,3
13,40.9,56.2,3
62,20.9,52.9,3
38,27,49.6,3
3,38.8,54.9,3
41,53.4,59.9,3
52,58.6,47.2,3
50,68.3,56.2,3
18,41.3,46,3
8,63.8,41.6,3
2,36.9,57.9,3
3,40.1,43.9,3
18,7,53,3
17,0.1,57.6,3
57,53.1,53.2,3
18,50.3,50.6,3
26,17.7,45.5,3
7,25.1,58.4,3
8,5.4,57.8,3
41,45.1,43.3,3
18,0.3,41.2,3
62,27.6,48.4,3
7,46.9,52.4,3
0,69.5,56.6,3
61,29.4,56.7,3
24,51.1,56.1,3
60,7.7,49.3,3
4,9.5,58.2,3
25,20.9,56,3
66,28.1,57.1,3
51,44.1,40.2,3
59,45.4,45.7,3
24,2.6,51.5,3
47,18.4,55.3,3
46,50.9,45.2,3
38,23.2,46.7,3
44,48.4,48.5,3
16,50.5,58,3
7,12.5,41.6,3
29,45.2,46,3
0,55.6,57.5,3
19,29.3,43,3
3,13.8,53.4,3
17,41.6,43.7,3
24,52.2,41.6,3
9,4,40.2,3
12,37.4,50.6,3
37,50.9,41.7,3
1,16.9,56.6,3
44,3.8,42.6,3
26,38.5,50.9,3
50,4.8,55.1,3
67,30.5,59.8,3
17,24.6,42.4,3
22,0.1,50.2,3
31,58.8,56.7,3
36,24.7,45.5,3
52,57.1,40.9,3
32,28.9,51.7,3
9,47,54.1,3
24,29.7,44.7,3
44,31.2,56.7,3
36,58.6,45.4,3
18,57.5,47.6,3
69,6.6,59.9,3
20,1.7,47,3
33,13.9,48.5,3
33,5.5,45.4,3
66,48.1,56.2,3
54,23.1,48.8,3
55,18.2,41.3,3
10,48.3,41.2,3
41,50.5,58.4,3
68,23.6,47.3,3
42,38.1,51.7,3
70,24,47.8,3
70,67.3,50.1,3
43,28.3,53.1,3
27,62,48.3,3
49,27.7,57,3
63,13.8,53.5,3
56,40.2,45.6,3
7,34.8,41.9,3
12,2,57.2,3
12,52.1,51.2,3
54,1.6,43.5,3
53,21.8,53.3,3
69,37.3,46.1,3
66,9.5,51.8,3
52,58.1,48.4,3
35,47.7,40.5,3
2,22.9,48.6,3
50,43.8,40.3,3
21,60.4,43.5,3
31,41.5,42.4,3
32,9.8,52.7,3
15,53.1,45,3
35,59.1,41.1,3
55,0.1,49.6,3
10,45,47.7,3
47,24.7,56.8,3
39,39.6,42.5,3
63,63.6,57.1,3
8,22.4,40.4,3
68,54.2,57.4,3
66,18.9,52.8,3
37,46.5,54.6,3
0,53,50.7,3
69,1.6,57.2,3
64,43,44.5,3
30,33.5,51,3
37,40.5,52.1,3
23,47.6,46.7,3
57,13,49.3,3
17,11.5,54,3
30,34.1,51.3,3
16,13.1,58.8,3
54,21.9,49.6,3
70,2.1,48.8,3
62,49.8,56.2,3
37,34.6,44,3
4,51.5,41.1,3
50,1.6,41.5,3
62,59.7,40.5,3
19,41,56.4,3
9,64.7,50.9,3
49,61,52.7,3
26,39.3,46.6,3
11,57.7,56.4,3
24,41.2,55.3,3
24,12.1,43,3
9,24.6,59,3
14,18.9,55,3
16,20.2,46.9,3
34,64.2,48.7,3
33,24.9,59.3,3
64,40.3,60,3
60,16.3,44.7,3
26,17,54.2,3
40,35.2,52.9,3
68,47.1,48,3
50,2.3,54.2,3
10,56.2,55.4,3
38,3.3,57.5,3
28,5,52.5,3
62,12.4,40.3,3
34,67.8,44.7,3
14,51.6,52.3,3
25,5.4,49.3,3
57,14.7,45.2,3
12,6.7,50.8,3
12,49.4,43.4,3
51,35.8,48.4,3
6,23.4,56,3
66,18.8,55.5,3
35,20.4,49.6,3
1,16.5,45.3,3
3,49.7,49.5,3
69,37,45.5,3
7,3.8,45.5,3
14,18,58.3,3
64,4.6,51.5,3
38,55.7,40.2,3
15,20.5,44.9,3
44,37,54.6,3
29,23,44.6,3
38,30,56.3,3
37,60.8,56.5,3
42,69.9,56.1,3
12,53.7,54.8,3
13,57,53.6,3
40,69.6,50,3
49,17.6,55.5,3
12,36.1,44.2,3
66,13.5,57.1,3
17,58.4,50,3
62,27.6,41,3
9,61.6,51.1,3
66,26.8,59,3
14,62.5,55.5,3
52,45.5,51.2,3
16,56.4,47.1,3
9,9.1,57.4,3
62,13.7,41.4,3
22,10.9,40.4,3
18,12.3,40.4,3
64,61.2,51.1,3
10,42.8,40.7,3
16,8.4,58.3,3
70,65.5,59.9,3
30,10.1,58.9,3
20,26.5,50.7,3
35,69,40.9,3
13,21.6,51.4,3
40,51.7,49.5,3
55,36.5,56.6,3
13,53.1,58.7,3
11,7.5,54.7,3
2,13.2,55.8,3
48,17.7,59.4,3
68,16.1,52,3
29,55.4,55.8,3
47,55.8,59.2,3
7,19.7,46.1,3
33,7.9,51.8,3
34,64.2,58,3
19,42.3,41.2,3
25,22.7,53.8,3
35,31.7,42.9,3
44,34,44.7,3
42,25.3,41.7,3
49,5,55.2,3
21,25,52.3,3
24,11.7,54.6,3
61,20.8,56.4,3
28,11.2,57.5,3
21,62.2,52.1,3
12,59.9,58.3,3
24,47.6,44.9,3
59,45.1,40.7,3
15,30,40.2,3
12,1.3,46.2,3
66,68,51.2,3
17,2.6,48.8,3
52,39,59.7,3
39,35.1,43.8,3
1,48.8,50.7,3
0,34.2,55.2,3
46,48.5,55.2,3
0,27.1,41.9,3
12,66.9,41.4,3
42,36.2,55.9,3
48,34.7,51.9,3
33,26.8,41.2,3
19,1.8,42.7,3
70,15.5,42.9,3
52,33.5,60,3
31,54.3,49.5,3
52,53.8,49.4,3
42,6.3,47.2,3
52,14.6,46.1,3
20,56.3,46.8,3
36,2.1,42,3
11,65,43.2,3
30,44.1,52.7,3
29,30.4,58,3
19,9.5,49.9,3
23,46.1,45.8,3
7,25.8,50.9,3
13,27.9,46,3
60,55.7,42.4,3
42,36.9,45.5,3
35,12.6,51.5,3
41,57.1,53.5,3
24,44.9,55.2,3
60,43.4,40.7,3
64,35.2,51.6,3
14,44.5,59.1,3
17,28.9,41,3
34,36.4,52.6,3
9,5.8,53,3
21,7.9,40.2,3
14,13,56.3,3
36,19.1,59,3
6,58.6,58.1,3
10,17.4,42.8,3
56,57.9,54.8,3
64,61.6,53.2,3
21,53.3,40.1,3
53,33.4,46.6,3
65,56.5,56.2,3
30,23.6,59.9,3
68,20.5,57.1,3
12,12.9,45.1,3
33,39.4,50.4,3
31,24.6,48.6,3
46,0.5,54,3
32,63.5,48.2,3
34,40.2,47.1,3
27,41,48.4,3
60,60,55,3
29,10,52.4,3
55,38.8,50.8,3
20,9,45.4,3
66,39.5,50.9,3
40,9.5,45.7,3
26,11.5,55.9,3
64,14.7,42.9,3
14,66.8,40.6,3
13,34.5,47.5,3
40,9.3,51.6,3
15,33.3,58.6,3
25,6.5,55.2,3
45,61.7,43.2,3
61,46.1,54.2,3
24,59.1,58.1,3
51,21.9,48.3,3
36,53.5,56.3,3
14,22.2,58.7,3
3,21.5,41.2,3
16,62.5,47.8,3
9,42.9,55.4,3
0,27,42.1,3
4,69.6,57.2,3
55,66.3,55.9,3
33,28.1,55.7,3
39,12.3,57.8,3
69,33.8,45.4,3
2,56.8,51.4,3
42,26.3,51.8,3
22,35.3,50,3
4,0.5,52,3
17,7.5,48.4,3
64,63.3,49,3
28,33,55.3,3
59,64.3,49.5,3
38,49.3,51.8,3
17,60.1,53.9,3
32,53.8,46.1,3
53,16.8,42.4,3
29,6.3,40,3
36,59.4,51,3
51,68.8,53.3,3
41,45.3,51.2,3
70,6.9,40.5,3
7,31.4,58.2,3
46,62.7,54.8,3
23,45.2,43.3,3
31,54.6,42.3,3
36,51.1,52.8,3
33,5.8,57.2,3
22,35.7,53.8,3
57,54.4,40.7,3
63,46.7,49.5,3
38,25.8,49.8,3
27,56.8,52,3
36,32.1,50.8,3
38,69.8,56.5,3
68,52.1,45.5,3
68,7.3,49,3
66,60.9,43.9,3
59,32.7,59.9,3
54,25.5,46.9,3
57,26.6,49,3
49,43.4,41.1,3
8,29,49,3
57,26.7,41,3
14,56.5,48,3
56,59,41.6,3
47,59,51.9,3
44,32.2,59.8,3
68,45.2,49.4,3
49,38.4,46.5,3
45,32.9,54.7,3
13,6.3,50.8,3
26,46.1,54.5,3
56,56.1,47.4,3
55,19.6,59.6,3
2,49.4,47.4,3
4,14.3,56.4,3
63,30.7,42,3
61,6.4,42.4,3
66,39.1,42.1,3
15,18.2,53.7,3
29,59.1,47.4,3
24,54.9,54.7,3
64,13.6,55.1,3
55,38.7,49.5,3
16,57.3,50.9,3
27,27.2,43.5,3
13,49.4,47.6,3
43,13,46.6,3
24,57.7,55.2,3
24,17.3,56,3
34,14.2,41.4,3
10,53.1,60,3
60,7.2,53.5,3
36,5.1,48.4,3
60,66.6,40.1,3
45,58.4,41.9,3
46,44.1,49.7,3
3,24.3,52.6,3
20,20.7,55.5,3
56,21.1,52.1,3
30,66.6,46.1,3
43,47.6,59.3,3
29,63.9,47.2,3
54,56.5,42.3,3
42,49.5,42.3,3
67,50,47.3,3
9,6.5,46.1,3
47,30.8,44.4,3
50,30,41.5,3
45,22.3,42.6,3
21,50.4,50.1,3
56,9.8,56.5,3
35,7.1,59.4,3
27,19,59,3
48,39.9,54.7,3
46,49.7,44.2,3
27,37.4,56.7,3
47,14.2,56,3
7,16.9,46,3
35,52.7,54.5,3
53,20.3,58,3
54,56.6,53.7,3
11,2.2,48,3
35,9.9,43.6,3
0,25.2,45.8,3
38,67.5,41.7,3
49,39.7,45.3,3
12,7.1,41,3
14,21.4,47.8,3
39,16.9,47.1,3
28,50.1,45.9,3
56,29.8,49.1,3
66,40.5,53.2,3
0,1.7,45.2,3
67,50.9,46.9,3
61,56.6,59.6,3
28,48.1,58.8,3
47,53.5,56.1,3
1,54.4,55.2,3
70,12.6,55.8,3
4,4.5,51.8,3
22,42.9,54.8,3
55,37,55.1,3
55,63.5,55.9,3
18,4,59.6,3
6,36.6,40.4,3
24,22.4,41.5,3
7,63.5,43.5,3
56,65.8,55,3
2,31.1,59.1,3
40,30.9,40.6,3
44,64.2,56.6,3
65,34.2,51.2,3
6,15.7,55.7,3
28,15.2,42.6,3
57,69.4,57.5,3
32,58.7,40.6,3
8,1.6,44.9,3
24,59.9,57,3
58,51.8,59.6,3
65,18.9,59.5,3
34,66.5,49.7,3
24,52.6,56.1,3
33,58.1,48.4,3
47,16.7,44.4,3
23,48.4,50.1,3
42,63,41.1,3
29,22.6,43.2,3
57,0.8,41.5,3
14,27.9,54.1,3
36,49.5,57.1,3
22,56.6,48.2,3
24,52,47.7,3
43,68.9,49.9,3
29,64.2,44.6,3
54,22.8,44.5,3
27,17.5,59,3
19,6.3,56.2,3
34,5.3,45,3
61,61.7,56.2,3
10,50,49.9,3
27,22.5,46.2,3
50,17.6,47,3
64,9,47.4,3
42,54.6,40.2,3
43,52.7,56.1,3
38,32.7,52.9,3
39,21,47.3,3
69,13.6,56.4,3
2,24.1,53.7,3
54,51.8,48.9,3
17,21.9,48.6,3
38,55.9,42.9,3
7,44,42.1,3
59,14.8,41.3,3
23,43.1,57.9,3
6,4.3,51.2,3
44,14.3,51,3
0,66.3,55.6,3
30,57.2,48.1,3
62,65.7,45.1,3
23,63.5,51.5,3
57,32.3,54.6,3
53,56.5,49.7,3
0,29.7,41.7,3
17,44.6,58.8,3
6,31.9,59.7,3
32,33.5,46.4,3
31,38.1,40.8,3
20,67.9,52,3
3,57.7,45.7,3
42,9.2,59.8,3
21,37.4,47.8,3
48,42.9,51.7,3
47,0.7,51.3,3
33,37.8,52.6,3
24,6.8,47.8,3
66,0.3,54.9,3
23,64.4,54.7,3
13,17.7,47.6,3
17,49.2,57.5,3
13,19.9,52.3,3
54,62.6,47.4,3
18,37.2,55.1,3
68,40,51.3,3
27,17.3,48.2,3
6,42.7,55.9,3
41,23.4,48.2,3
24,62.4,49.3,3
30,7.9,43.1,3
1,51.1,58.8,3
23,38.5,56.2,3
64,24.9,57.4,3
6,4,55,3
14,9.1,55.3,3
2,49.7,42.9,3
4,0.5,51.2,3
66,42.4,41.4,3
20,44.1,42.6,3
52,47.8,49.4,3
66,52,59.3,3
56,4.5,56.6,3
37,45.4,58.9,3
37,60.4,50.3,3
3,56.4,53.2,3
9,17.4,40.8,3
17,54.2,43.5,3
14,7,47.2,3
36,33.2,51.5,3
3,65.4,40.1,3
29,25.7,56.6,3
59,39.4,49.3,3
39,36.9,59.8,3
10,57.5,43.4,3
53,42.1,45.1,3
49,36.6,45.1,3
52,9.8,43,3
21,25.6,41,3
50,67.4,52.4,3
19,42.7,57.3,3
64,65.3,55,3
64,0.4,59.1,3
2,61.8,55.8,3
60,21.4,55.1,3
9,34,47.4,3
56,36.8,46.6,3
59,67.2,44.8,3
58,32.5,49.5,3
10,10.9,52.9,3
8,31.5,53.6,3
36,7.6,45.3,3
31,27.4,47.2,3
6,10.8,55.9,3
58,42.9,55.9,3
26,10.4,42.4,3
60,10.6,43.3,3
65,45.5,57.3,3
25,51.3,40.3,3
18,9.8,45.5,3
61,69.2,56.4,3
64,2.9,46.8,3
55,7.6,53.6,3
57,58.7,43.1,3
44,35.8,41.6,3
67,16.9,53.4,3
43,8.7,57.8,3
19,23,49.1,3
31,62.4,50.3,3
20,66.7,56.8,3
58,28.8,54.3,3
68,47.7,58.9,3
41,58.7,40.3,3
44,55.2,54,3
11,58.3,46.5,3
13,46.9,54.3,3
45,51.4,43.8,3
40,57.7,42.7,3
8,65.2,52.4,3
68,53.5,52.3,3
22,7.4,43.6,3
11,35.2,49.8,3
18,23.9,42.3,3
62,10.3,51.9,3
51,53.3,48.4,3
52,64,54.9,3
110,3.76,58.6,4
101,5.28,53.3,4
84,1.59,40.6,4
110,4.88,59.5,4
81,5.74,49.4,4
108,1.46,50.7,4
71,2.26,42.7,4
73,0,44.7,4
90,0.33,40.4,4
91,1.66,45,4
77,6.34,56.1,4
97,2.94,48.9,4
98,4.21,56,4
81,6.32,56.2,4
70,1.99,49.4,4
96,0.03,50.7,4
104,1.41,41.5,4
106,2.48,57.6,4
70,3.14,44.7,4
86,1.93,57.8,4
81,2.57,44,4
71,5.37,53.1,4
72,1.89,46,4
110,2.14,46.9,4
77,3.78,58.3,4
86,2.24,53.3,4
78,2.26,57.5,4
77,1.21,56.4,4
99,1.51,47.8,4
100,1.22,57.7,4
97,4.96,40.9,4
80,1.43,54.9,4
99,0.33,56.3,4
91,6.17,47.1,4
103,1.65,43.9,4
83,4.43,46.3,4
71,5.5,51.9,4
80,2.04,41.6,4
103,0.82,40.7,4
88,4.27,54.3,4
72,5.3,50.7,4
95,4.41,52.1,4
102,3.56,53.3,4
70,1.62,54.8,4
87,3.13,57.8,4
101,1.31,44.2,4
87,6.56,54.7,4
79,2.16,43.8,4
91,4.88,53.2,4
95,2.12,53.1,4
80,2.28,48.6,4
85,3.53,53.5,4
83,6.97,55.9,4
85,6.29,51.8,4
91,1.81,57.3,4
81,6.49,58.9,4
108,0.87,51.9,4
71,3.2,59.8,4
81,0.12,52.3,4
94,0.46,50.8,4
74,4.5,48.7,4
104,4.81,57,4
92,2.68,40,4
99,2.36,57.6,4
110,6.4,56.2,4
102,6.42,54.7,4
89,4.72,54.1,4
96,1.97,40.7,4
103,3.65,40.2,4
80,3.73,53.4,4
88,3.78,51.3,4
103,1.8,43.8,4
104,1.85,52.9,4
105,0.15,50.4,4
86,5.28,42.2,4
95,2.24,59.5,4
77,0.07,59.5,4
100,3.5,41.1,4
88,5.55,57.2,4
99,0.11,53.6,4
92,4.03,42,4
90,0.7,53.2,4
99,0.92,49.4,4
107,5.28,44.5,4
101,5.29,54.3,4
77,2.76,51.7,4
79,5.91,45.4,4
86,2.77,47.2,4
80,3.94,55.1,4
78,1.7,42,4
92,3.71,57.7,4
99,3.65,43.8,4
79,3.07,45.4,4
100,3.02,59.4,4
95,6.99,46.4,4
76,6.26,41.5,4
87,6.94,43.4,4
72,6.52,55.3,4
101,5.5,51.3,4
80,0.04,53.1,4
72,0.01,48.1,4
80,4.62,43.1,4
98,0.41,56.9,4
80,6.76,42,4
86,6.37,41.8,4
77,1.98,53.3,4
103,5.83,55.6,4
95,0.12,44.2,4
97,3.6,50.6,4
76,2.15,47.2,4
74,2.18,40.8,4
91,2.6,42.2,4
103,2.75,52.8,4
83,6.48,47.7,4
87,3.53,45.4,4
87,2.16,55.2,4
95,4.85,46.1,4
72,3.74,59.5,4
73,4.6,48.3,4
103,1.37,51.2,4
96,6.29,49.8,4
70,6.03,53.1,4
93,4.16,52.2,4
83,6.82,57.3,4
103,5.68,55.7,4
91,0.17,44.5,4
83,5.75,40.8,4
85,5.8,49.4,4
96,1.39,45,4
84,2.02,50,4
74,0.51,43.2,4
92,6.64,48.5,4
80,4.68,44.5,4
91,3.86,44.9,4
97,1.14,56.3,4
82,5.35,58,4
101,2.74,45.4,4
98,3.4,52,4
70,5.08,52.4,4
92,2.72,47.6,4
89,5.54,44.1,4
97,5.98,56.8,4
93,3.06,53.5,4
99,2.09,40.4,4
85,1.05,57.3,4
73,1.94,54.3,4
85,4.07,55.9,4
105,3.8,55.9,4
77,3.38,40.7,4
82,0.47,53.5,4
82,1.38,44.3,4
107,4.23,59.1,4
90,0.88,52.9,4
78,0.45,55,4
70,0.55,47.1,4
70,1.2,42.7,4
90,6.8,51.3,4
72,6.36,48.4,4
99,0.91,41.3,4
109,5.72,59,4
92,2.2,48.3,4
91,4.33,41.8,4
71,4.88,51.5,4
97,2.04,47.3,4
92,3.49,45.7,4
102,5.18,42.9,4
82,2.45,50.9,4
98,6.39,48.1,4
89,1.29,51.3,4
97,6.97,48.7,4
96,6.75,47.7,4
110,6.43,55.1,4
81,4.97,51.1,4
86,6.53,53.1,4
108,4.27,40.8,4
94,5.62,40.6,4
82,3.79,59.4,4
88,6.22,46.3,4
100,4.19,40.3,4
82,6.51,50.8,4
94,1.35,45.7,4
99,0.84,57.3,4
108,2.13,47.3,4
86,2.22,41.7,4
108,0.19,47,4
109,6.74,53.5,4
96,1.89,59.9,4
79,6.78,59.3,4
100,6.51,43.8,4
84,2.29,59.1,4
70,6.49,51.2,4
101,1.35,41.7,4
84,0.17,43.3,4
105,0.33,54.7,4
73,5.66,54.1,4
74,0.27,56.9,4
105,4.12,42.5,4
110,6.25,51.1,4
81,0.65,50.3,4
89,2.57,52,4
100,6.46,54.7,4
75,5.12,48.7,4
71,5.69,56.4,4
109,1.66,43.7,4
73,3.23,40.3,4
97,6.05,51.6,4
83,3.33,53.7,4
92,1.21,55.1,4
98,4.54,40.4,4
73,6.15,42.8,4
101,2.21,51.5,4
98,1.48,45.8,4
77,6.49,46,4
72,3.72,41,4
93,0.23,42,4
72,4.85,47.9,4
80,0.36,44,4
98,1.96,53.2,4
70,4.77,49.5,4
108,5.89,57.8,4
79,3.22,40.3,4
100,4.18,41.9,4
109,5.42,54.6,4
83,1.36,44.4,4
102,0.68,49.3,4
94,3.69,49.7,4
110,3.43,45.3,4
84,6.79,52,4
88,6.03,58.2,4
76,4.78,51.4,4
104,5.99,47.6,4
84,1.38,44.7,4
83,0.2,50.3,4
108,5.63,53.9,4
107,1.07,54.2,4
109,3.47,40.8,4
90,1.87,50.9,4
92,1.77,60,4
75,1.04,53,4
110,1.95,47.2,4
73,1.58,48.4,4
86,1.5,48.4,4
95,3.24,49.8,4
107,6.49,48.7,4
73,3.05,49.8,4
75,4.47,46.3,4
70,0.84,46.6,4
101,3.12,42.5,4
96,0.5,51,4
76,2.45,51.6,4
89,0.96,50.9,4
75,4.47,59.9,4
76,6.51,46.8,4
86,3.4,42.8,4
72,3.32,46.1,4
94,3.79,41.9,4
104,0.78,57.9,4
110,4.55,50.6,4
87,4.95,57.2,4
107,0.95,59.6,4
92,4.99,55.6,4
73,5.14,40.2,4
93,5.37,56.4,4
85,2.42,54.2,4
104,3.72,49.4,4
97,4.2,43.2,4
71,1.56,53.6,4
109,1.04,50.5,4
98,4.07,45.3,4
110,6.97,51.8,4
102,2.07,45.8,4
109,6.39,44.4,4
105,5.08,59.7,4
93,3.38,49.1,4
81,3.68,49.2,4
80,6.81,52.7,4
75,2.01,44,4
70,1.94,56,4
109,4.52,56.6,4
72,1.14,54.3,4
98,5.35,56.7,4
99,6.14,54.7,4
78,4.05,49,4
73,1.72,53.9,4
98,1.55,42.3,4
